SAMPLING EVENT IDENTIFIER,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,DURATION MINUTES
S80274930,37.70213995677006,-96.98196235604735,2021-02-01,13:29:00,obs287544,53.0
S80327406,37.67537805677006,-89.25857365604735,2021-02-02,10:56:00,obs507922,19.0
S80361970,37.73820915677006,-122.48562875604735,2021-02-03,08:20:00,obs1267220,
S80337900,37.396597756770056,-122.41347985604735,2021-02-02,15:17:00,obs546572,6.0
S80397824,37.396597756770056,-122.41347985604735,2021-02-02,15:17:00,obs897180,6.0
S80717412,37.23252475677006,-76.50622685604735,2021-02-09,14:28:00,obs534512,50.0
S80533635,37.07987775677006,-89.21801885604734,2021-02-06,12:40:00,obs165598,
S80508767,37.55067895677006,-76.30847855604735,2021-02-06,09:53:00,obs537663,11.0
S80724830,37.30589545677006,-122.07534995604735,2021-02-09,11:54:00,obs347810,10.0
S80703156,37.73820915677006,-122.48562875604735,2021-02-09,08:30:00,obs1267220,
S81276227,37.32352435677006,-91.43653215604735,2021-02-08,09:45:00,obs357003,105.0
S80659343,37.67537805677006,-89.25857365604735,2021-02-08,12:45:00,obs507922,36.0
S80254202,37.11838035677006,-93.25208245604735,2021-02-01,07:30:00,obs441356,115.0
S80598443,37.66984105677006,-79.79844385604734,2021-02-07,10:40:00,obs1674086,130.0
S80598442,37.66984105677006,-79.79844385604734,2021-02-07,10:40:00,obs690725,130.0
S80534608,37.75297115677006,-122.21170005604735,2021-02-06,10:09:00,obs893786,116.0
S80280341,37.32906335677006,-108.71773285604735,2021-02-01,12:54:00,obs1770012,233.0
S99998478,37.32906335677006,-108.71773285604735,2021-02-01,12:54:00,obs168526,233.0
S80324988,37.32906335677006,-108.71773285604735,2021-02-02,07:15:00,obs1770012,226.0
S99998479,37.32906335677006,-108.71773285604735,2021-02-02,07:15:00,obs168526,226.0
S80434863,37.32906335677006,-108.71773285604735,2021-02-04,08:54:00,obs1770012,210.0
S99998492,37.32906335677006,-108.71773285604735,2021-02-04,08:54:00,obs168526,210.0
S80466972,37.32906335677006,-108.71773285604735,2021-02-05,07:53:00,obs1770012,122.0
S99998493,37.32906335677006,-108.71773285604735,2021-02-05,07:53:00,obs168526,122.0
S80511150,37.32906335677006,-108.71773285604735,2021-02-06,07:56:00,obs1770012,39.0
S99998494,37.32906335677006,-108.71773285604735,2021-02-06,07:56:00,obs168526,39.0
S80517295,37.08472075677006,-88.69252785604735,2021-02-06,10:31:00,obs1742820,16.0
S80328574,37.17300275677006,-121.72794985604735,2021-02-02,11:22:00,obs455059,51.0
S80473755,37.52491475677006,-77.27683955604735,2021-02-05,14:35:00,obs630761,
S85678995,37.27073195677006,-76.55689775604735,2021-02-08,12:42:00,obs2075064,18.0
S80676104,36.916883156770055,-121.77072345604735,2021-02-07,12:30:00,obs189374,30.0
S80641655,37.11972435677006,-80.56768745604734,2021-02-08,09:30:00,obs60282,15.0
S80504957,37.360538856770056,-122.00855635604734,2021-02-05,12:08:00,obs1481624,
S80477315,37.65076215677006,-121.85058965604735,2021-02-05,13:25:00,obs1140634,
S80582805,37.110566856770056,-87.88559985604735,2021-02-07,07:05:00,obs1120674,78.0
S80715785,37.67537805677006,-89.25857365604735,2021-02-09,10:53:00,obs507922,32.0
S80687162,37.479377056770055,-122.44990175604734,2021-02-08,13:37:00,obs54836,60.0
S80286620,37.43665075677006,-79.91599975604734,2021-02-01,14:23:00,obs220547,52.0
S80279243,37.178782756770055,-93.21273985604735,2021-02-01,15:30:00,obs1521246,
S80535745,37.659718256770056,-75.78564465604734,2021-02-06,11:30:00,obs567128,
S80500129,37.659718256770056,-75.78564465604734,2021-02-05,11:30:00,obs567128,
S80574889,37.22776675677006,-80.49959475604734,2021-02-07,08:32:00,obs4016,20.0
S80661314,36.99867925677006,-76.38966565604734,2021-02-08,14:52:00,obs582575,14.0
S80660009,37.55350295677006,-122.08700955604735,2021-02-08,11:17:00,obs1171407,29.0
S80668338,37.422232556770055,-122.02085555604734,2021-02-06,17:45:00,obs1538239,
S80645980,37.14359925677006,-89.33770635604735,2021-02-08,08:56:00,obs795116,63.0
S80684819,37.730368756770055,-122.49442635604734,2021-02-08,08:30:00,obs1210909,90.0
S80524562,36.931227756770056,-76.18184385604734,2021-02-06,09:33:00,obs452726,3.0
S80527587,36.97982005677006,-121.99967685604734,2021-02-06,09:00:00,obs1297131,107.0
S80466104,37.43665075677006,-79.91599975604734,2021-02-05,11:39:00,obs1388985,67.0
S80425237,36.90897595677006,-119.75830525604734,2021-02-04,10:28:00,obs483459,120.0
S80332227,36.90897595677006,-119.75830525604734,2021-02-02,10:24:00,obs277822,27.0
S80513798,37.14359925677006,-89.33770635604735,2021-02-06,09:14:00,obs725955,51.0
S80617863,37.55067895677006,-76.30847855604735,2021-02-06,10:07:00,obs1023537,
S80579931,37.267720856770055,-107.94405395604734,2021-02-07,08:04:00,obs286111,14.0
S80714683,37.728457856770056,-121.12197065604734,2021-02-09,09:44:00,obs2075826,111.0
S80368349,36.912362456770055,-121.78276115604734,2021-02-03,09:32:00,obs823646,55.0
S80479056,37.62041025677006,-90.65490215604734,2021-02-05,15:41:00,obs266936,12.0
S88281970,37.52886575677006,-122.26021585604734,2021-02-03,11:27:00,obs1098596,60.0
S80417549,37.23725865677006,-76.78556945604734,2021-02-04,12:10:00,obs1019284,59.0
S80377222,37.68780605677006,-77.35301735604735,2021-02-03,15:46:00,obs1234908,21.0
S80345534,37.51631975677006,-122.25933585604734,2021-02-02,09:23:00,obs190570,13.0
S80256700,37.036330756770056,-121.31943785604734,2021-02-01,08:56:00,obs510612,
S80270917,37.210419556770056,-78.33476605604734,2021-02-01,13:08:00,obs630761,26.0
S80533392,37.13638575677006,-89.34356485604734,2021-02-06,10:11:00,obs165598,106.0
S80533394,37.13638575677006,-89.34356485604734,2021-02-06,10:11:00,obs435714,106.0
S80533396,37.13638575677006,-89.34356485604734,2021-02-06,10:11:00,obs725955,106.0
S80355173,37.30195975677006,-76.73022385604735,2021-02-03,09:24:00,obs1226959,
S80359406,37.35272375677006,-76.54895085604734,2021-02-03,10:36:00,obs526743,9.0
S80327262,37.634469356770055,-98.69256795604734,2021-02-02,14:34:00,obs127243,27.0
S80254124,37.35438295677006,-79.96191685604734,2021-02-01,09:45:00,obs23140,38.0
S80409668,37.43665075677006,-79.91599975604734,2021-02-04,09:21:00,obs1008728,97.0
S80466651,36.95592045677006,-122.02929915604734,2021-02-05,09:54:00,obs129371,28.0
S80534927,37.43665075677006,-79.91599975604734,2021-02-06,12:37:00,obs1005587,160.0
S80488907,37.11246975677006,-76.32182895604734,2021-02-04,07:30:00,obs717080,120.0
S80472233,37.43665075677006,-79.91599975604734,2021-02-05,13:53:00,obs1158146,66.0
S80472405,36.95617575677006,-122.06602785604734,2021-02-05,12:02:00,obs1456095,
S80553296,37.35272375677006,-76.54895085604734,2021-02-06,13:20:00,obs176123,3.0
S80553302,37.27073195677006,-76.55689775604735,2021-02-06,08:49:00,obs176123,4.0
S80553305,37.27621535677006,-76.58485705604734,2021-02-06,08:56:00,obs176123,15.0
S80504983,37.11246975677006,-76.32182895604734,2021-02-06,07:50:00,obs137730,30.0
S80605486,36.99997675677006,-121.88623985604734,2021-02-07,11:54:00,obs1315342,27.0
S80576150,37.27621535677006,-76.58485705604734,2021-02-06,16:28:00,obs656371,11.0
S80645160,37.43665075677006,-79.91599975604734,2021-02-08,09:27:00,obs573799,81.0
S80638608,37.43665075677006,-79.91599975604734,2021-02-08,07:41:00,obs1008728,62.0
S80728364,37.19898275677006,-76.47672425604735,2021-02-08,07:00:00,obs546511,180.0
S80706138,37.44301885677006,-81.59118515604735,2021-02-09,12:06:00,obs1290584,16.0
S80521308,37.21928735677006,-122.07033425604735,2021-02-05,13:23:00,obs469883,60.0
S80426086,37.44881975677006,-122.29895385604735,2021-02-04,08:15:00,obs1016051,240.0
S80250741,37.35438295677006,-79.96191685604734,2021-02-01,09:45:00,obs424773,38.0
S80334897,37.360538856770056,-122.00855635604734,2021-02-02,13:00:00,obs1481624,
S80438092,36.912362456770055,-121.78276115604734,2021-02-04,16:38:00,obs1315342,41.0
S80534024,37.27357725677006,-120.84645565604734,2021-02-06,10:45:00,obs1860671,81.0
S80530689,37.66984105677006,-79.79844385604734,2021-02-06,07:10:00,obs962225,185.0
S80472547,37.360538856770056,-122.00855635604734,2021-02-03,17:35:00,obs1481624,
S80508688,37.68780605677006,-77.35301735604735,2021-02-06,09:44:00,obs1234908,20.0
S80519564,37.66984105677006,-79.79844385604734,2021-02-06,08:52:00,obs1398965,87.0
S80522587,37.66984105677006,-79.79844385604734,2021-02-06,08:52:00,obs1008728,87.0
S80390205,36.96887075677006,-122.01454785604734,2021-02-03,17:23:00,obs1125439,28.0
S80609227,37.70786125677006,-122.05636795604734,2021-02-07,11:05:00,obs1400919,121.0
S80577501,37.434990156770056,-79.28359705604734,2021-02-07,08:56:00,obs379491,52.0
S80658985,37.68780605677006,-77.35301735604735,2021-02-08,13:59:00,obs1234908,29.0
S80580190,37.66984105677006,-79.79844385604734,2021-02-07,07:30:00,obs424773,172.0
S80624070,37.48375375677006,-122.29016795604734,2021-02-07,08:48:00,obs761968,165.0
S80628528,37.56382475677006,-121.14982285604734,2021-02-07,09:15:00,obs675076,65.0
S80608325,37.66984105677006,-79.79844385604734,2021-02-07,11:02:00,obs401744,248.0
S80600141,37.66984105677006,-79.79844385604734,2021-02-07,11:02:00,obs479054,248.0
S80694364,37.68780605677006,-77.35301735604735,2021-02-09,09:07:00,obs1234908,10.0
S80762695,37.22713455677006,-80.42552295604735,2021-02-04,12:45:00,obs2143825,165.0
S80801866,36.912362456770055,-121.78276115604734,2021-02-09,09:44:00,obs1657707,60.0
S80259334,37.781200756770055,-89.60865485604734,2021-02-01,11:16:00,obs534845,13.0
S81503389,37.70652015677006,-77.89961155604735,2021-02-07,12:00:00,obs388119,120.0
S80327401,37.49744485677006,-121.98022545604735,2021-02-02,10:58:00,obs1172263,42.0
S82047284,37.66984105677006,-79.79844385604734,2021-02-07,14:18:00,obs354840,105.0
S80250752,37.21907915677006,-87.25866035604734,2021-02-01,08:00:00,obs500603,45.0
S80516059,37.015015756770055,-88.28327485604734,2021-02-06,10:23:00,obs102532,
S80280054,37.49744485677006,-121.98022545604735,2021-02-01,07:30:00,obs597848,180.0
S80602536,37.360538856770056,-122.00855635604734,2021-02-06,07:42:00,obs1481624,
S80420503,37.67537805677006,-89.25857365604735,2021-02-04,10:01:00,obs507922,19.0
S80367985,37.08438275677006,-88.69280485604735,2021-02-03,12:21:00,obs1742820,
S80391672,37.34503375677006,-122.11292985604734,2021-02-03,18:34:00,obs330298,
S80444434,37.73820915677006,-122.48562875604735,2021-02-04,17:35:00,obs1267220,
S80609350,37.400374756770056,-79.06820035604734,2021-02-07,03:37:00,obs401744,
S80537313,37.67537805677006,-89.25857365604735,2021-02-06,11:25:00,obs507922,12.0
S80471502,37.45267825677006,-122.14273745604734,2021-02-05,10:25:00,obs273117,81.0
S80597384,37.36609525677006,-89.63127125604734,2021-02-07,12:23:00,obs769517,19.0
S80552271,37.11179245677006,-113.62497265604735,2021-02-06,10:40:00,obs268647,10.0
S80376874,37.104324756770055,-120.81980285604735,2021-02-03,11:42:00,obs423430,75.0
S80564174,37.11838035677006,-93.25208245604735,2021-02-01,14:13:00,obs2125688,20.0
S80624945,37.230905756770056,-119.73311385604734,2021-02-07,14:22:00,obs2134320,46.0
S80661407,37.236610756770055,-76.75321785604734,2021-02-02,13:49:00,obs2133395,14.0
S80632715,37.553044656770055,-122.51488335604735,2021-02-07,11:34:00,obs173455,122.0
S80478913,37.71652305677006,-122.50380065604735,2021-02-05,13:26:00,obs1082190,24.0
S80370307,37.02125795677006,-88.33967025604734,2021-02-03,12:09:00,obs531026,57.0
S80533636,37.07987775677006,-89.21801885604734,2021-02-06,12:40:00,obs435714,
S80283064,37.11838035677006,-93.25208245604735,2021-02-01,16:00:00,obs634412,38.0
S84283383,37.22713455677006,-80.42552295604735,2021-02-04,12:30:00,obs2146986,150.0
S80706501,37.76897815677006,-77.36697045604734,2021-02-09,12:13:00,obs1282981,15.0
S80376660,37.55350295677006,-122.08700955604735,2021-02-03,07:58:00,obs184933,233.0
S80445372,37.730511756770056,-122.14947685604734,2021-02-04,17:00:00,obs769704,10.0
S80690430,37.690638056770055,-84.13985905604734,2021-02-08,11:30:00,obs1220002,15.0
S80684753,37.68395685677006,-122.16704305604735,2021-02-08,16:45:00,obs424592,120.0
S80474082,37.44608205677006,-122.14226105604735,2021-02-05,11:58:00,obs273117,31.0
S80557235,37.22114105677006,-121.75569725604734,2021-02-06,17:10:00,obs291805,
S80630878,37.56382475677006,-121.14982285604734,2021-02-07,09:15:00,obs670978,65.0
S80412958,37.794729956770055,-87.21488925604734,2021-02-04,10:56:00,obs439748,
S80684558,37.634054756770055,-97.34247185604734,2021-02-07,08:42:00,obs760836,5.0
S80520586,37.20744455677006,-76.94482025604734,2021-02-06,11:59:00,obs246672,21.0
S80352830,37.291323756770055,-81.90309485604735,2021-02-02,10:07:00,obs372206,175.0
S80677392,37.45267825677006,-122.14273745604734,2021-02-08,16:27:00,obs1816332,
S80617836,37.55067895677006,-76.30847855604735,2021-02-06,11:07:00,obs1023537,13.0
S80275642,36.953357956770056,-121.76853515604735,2021-02-01,12:02:00,obs1050300,31.0
S80282363,37.730368756770055,-122.49442635604734,2021-02-01,07:20:00,obs551001,255.0
S80355522,36.91870165677006,-94.13418585604734,2021-02-03,07:35:00,obs278374,
S80530274,37.383019956770056,-121.88440615604735,2021-02-06,10:32:00,obs16833,42.0
S80437671,37.357957756770055,-121.89627225604734,2021-02-04,16:50:00,obs683510,14.0
S80532408,37.058870756770055,-107.41266985604734,2021-02-06,12:00:00,obs267008,15.0
S80471488,37.01916775677006,-107.40663585604734,2021-02-05,12:34:00,obs675156,11.0
S80476828,37.458260956770054,-121.86382825604734,2021-02-05,09:19:00,obs168076,78.0
S80785874,37.59340745677006,-118.85260365604735,2021-02-08,09:00:00,obs2196276,
S81589717,37.458260956770054,-121.86382825604734,2021-02-07,10:00:00,obs2236518,120.0
S80526144,36.90897595677006,-119.75830525604734,2021-02-06,08:41:00,obs834276,105.0
S80736892,36.90897595677006,-119.75830525604734,2021-02-09,16:17:00,obs238212,70.0
S80654279,37.434990156770056,-79.28359705604734,2021-02-08,11:24:00,obs379491,113.0
S80554925,37.422232556770055,-122.02085555604734,2021-02-06,15:47:00,obs1538239,68.0
S80710940,36.912362456770055,-121.78276115604734,2021-02-09,09:41:00,obs772220,53.0
S80383314,36.912362456770055,-121.78276115604734,2021-02-03,11:30:00,obs1011866,8.0
S80282775,37.479377056770055,-122.44990175604734,2021-02-01,13:03:00,obs173455,55.0
S80283985,37.479377056770055,-122.44990175604734,2021-02-01,13:03:00,obs343821,55.0
S80288890,37.479377056770055,-122.44990175604734,2021-02-01,14:13:00,obs287486,17.0
S80379589,37.479377056770055,-122.44990175604734,2021-02-03,09:07:00,obs282116,120.0
S80377527,37.21928735677006,-122.07033425604735,2021-02-03,09:19:00,obs168076,74.0
S80775231,37.66984105677006,-79.79844385604734,2021-02-09,09:45:00,obs539319,225.0
S80256564,37.68780605677006,-77.35301735604735,2021-02-01,11:18:00,obs1234908,37.0
S83286937,37.39567055677006,-99.78738125604734,2021-02-07,15:28:00,obs627212,14.0
S80335888,37.76436575677006,-122.43811985604734,2021-02-02,07:30:00,obs1908955,390.0
S80515545,36.99600885677006,-121.94766075604734,2021-02-06,07:28:00,obs105884,240.0
S80530073,37.19612075677006,-121.83773285604734,2021-02-06,09:45:00,obs683510,83.0
S80379181,37.178470956770056,-94.47483715604734,2021-02-03,11:57:00,obs278374,55.0
S80435384,37.27357725677006,-120.84645565604734,2021-02-04,15:32:00,obs1692049,20.0
S80395626,37.49744485677006,-121.98022545604735,2021-02-03,17:22:00,obs184933,60.0
S80411252,37.79474715677006,-122.45878515604734,2021-02-04,07:21:00,obs668757,64.0
S80533995,37.66984105677006,-79.79844385604734,2021-02-06,08:52:00,obs23140,83.0
S80554223,37.43323445677006,-122.06662475604735,2021-02-06,16:24:00,obs536845,17.0
S80494516,36.912362456770055,-121.78276115604734,2021-02-05,16:30:00,obs457406,60.0
S80543579,37.66984105677006,-79.79844385604734,2021-02-06,14:09:00,obs755612,68.0
S80653542,37.66984105677006,-79.79844385604734,2021-02-08,08:21:00,obs132926,79.0
S80660982,37.03083585677006,-79.72338495604734,2021-02-08,15:00:00,obs267885,15.0
S80640360,37.360538856770056,-122.00855635604734,2021-02-07,11:46:00,obs1481624,
S80646688,37.66984105677006,-79.79844385604734,2021-02-08,07:55:00,obs155827,198.0
S80813997,37.692835456770055,-121.72694975604735,2021-02-02,09:24:00,obs2076282,3.0
S80554792,37.103744756770055,-81.36936285604735,2021-02-06,10:21:00,obs854133,95.0
S82013616,37.22713455677006,-80.42552295604735,2021-02-04,12:30:00,obs2150671,240.0
S80417605,37.23725865677006,-76.78556945604734,2021-02-04,12:10:00,obs1660321,59.0
S80714407,37.48736315677006,-122.44542505604734,2021-02-07,14:00:00,obs1623981,
S80271286,37.23725865677006,-76.78556945604734,2021-02-01,13:38:00,obs1158146,49.0
S80440335,37.11246975677006,-76.32182895604734,2021-02-04,07:30:00,obs717080,120.0
S80431998,37.11246975677006,-76.32182895604734,2021-02-04,17:07:00,obs513013,28.0
S80335984,37.27073195677006,-76.55689775604735,2021-02-02,12:55:00,obs312088,3.0
S80338565,37.27621535677006,-76.58485705604734,2021-02-02,14:35:00,obs1195331,10.0
S80650943,37.05371145677006,-76.49879185604735,2021-02-08,11:28:00,obs715260,15.0
S80552824,36.929817756770056,-121.81771085604734,2021-02-06,14:17:00,obs769406,3.0
S80551331,37.05371145677006,-76.49879185604735,2021-02-06,08:59:00,obs715260,19.0
S80660255,37.23330225677006,-121.91976845604734,2021-02-08,09:29:00,obs91079,140.0
S80626837,37.797436856770055,-122.22572705604735,2021-02-07,15:21:00,obs147985,17.0
S80728645,37.19898275677006,-76.47672425604735,2021-02-09,07:00:00,obs546511,125.0
S82511678,37.36497825677006,-122.23051845604735,2021-02-06,15:44:00,obs183643,28.0
S80516061,37.015015756770055,-88.28327485604734,2021-02-06,10:23:00,obs456189,
S83560105,37.25271655677006,-79.93324095604734,2021-02-06,15:40:00,obs1203805,20.0
S80714871,37.11838035677006,-93.25208245604735,2021-02-09,13:30:00,obs1178293,8.0
S80593324,37.55067895677006,-76.30847855604735,2021-02-06,09:53:00,obs344943,11.0
S80272430,37.11972435677006,-80.56768745604734,2021-02-01,13:50:00,obs60282,15.0
S80305347,37.53092925677006,-80.65604915604735,2021-02-01,15:10:00,obs22393,15.0
S80427240,37.09045075677006,-94.51155085604735,2021-02-04,15:03:00,obs1017400,6.0
S80276681,37.30589545677006,-122.07534995604735,2021-02-01,10:14:00,obs347810,58.0
S80321207,37.62041025677006,-90.65490215604734,2021-02-02,13:18:00,obs266936,7.0
S80360339,37.11838035677006,-93.25208245604735,2021-02-03,07:55:00,obs1225842,103.0
S80593518,37.55067895677006,-76.30847855604735,2021-02-06,11:07:00,obs344943,13.0
S80486040,37.72770415677006,-97.83705055604734,2021-02-05,17:45:00,obs627212,30.0
S80434391,37.29702875677006,-121.88247185604735,2021-02-04,15:29:00,obs330298,
S80438400,37.57136035677006,-122.29202835604734,2021-02-04,10:54:00,obs761968,45.0
S80491649,37.67537805677006,-89.25857365604735,2021-02-05,14:28:00,obs507922,27.0
S80541854,37.73820915677006,-122.48562875604735,2021-02-06,12:40:00,obs1927108,51.0
S80597376,37.34978935677006,-121.79674895604734,2021-02-07,10:33:00,obs13267,7.0
S80597377,37.34978935677006,-121.79674895604734,2021-02-07,10:33:00,obs625102,7.0
S80508883,37.55067895677006,-76.30847855604735,2021-02-06,10:07:00,obs537663,
S80564077,37.11838035677006,-93.25208245604735,2021-02-01,14:48:00,obs2125688,20.0
S80603820,37.11179245677006,-113.62497265604735,2021-02-07,12:34:00,obs1005283,19.0
S80622645,37.35479875677006,-122.06452185604735,2021-02-07,16:28:00,obs133005,5.0
S80725212,37.38053055677006,-113.47342785604734,2021-02-09,10:00:00,obs1005283,120.0
S80727799,37.15338175677006,-86.09913785604735,2021-02-08,15:07:00,obs429749,60.0
S80695334,37.11972435677006,-80.56768745604734,2021-02-09,09:00:00,obs60282,15.0
S80697456,37.15338175677006,-86.09913785604735,2021-02-08,15:07:00,obs617762,60.0
S82500420,37.78004215677006,-78.95332465604734,2021-02-03,16:19:00,obs384199,
S80979886,37.32352435677006,-91.43653215604735,2021-02-07,11:00:00,obs357003,15.0
S81822450,37.32352435677006,-91.43653215604735,2021-02-07,11:00:00,obs1011117,15.0
S80976493,37.32352435677006,-91.43653215604735,2021-02-06,17:00:00,obs357003,15.0
S81822480,37.32352435677006,-91.43653215604735,2021-02-06,17:00:00,obs1011117,15.0
S80538087,37.141080556770056,-89.98317775604734,2021-02-06,11:46:00,obs136691,179.0
S80339502,37.67537805677006,-89.25857365604735,2021-02-02,15:42:00,obs507922,38.0
S80747997,37.28931215677006,-85.94112975604735,2021-02-08,09:26:00,obs207779,162.0
S80588781,37.32906335677006,-108.71773285604735,2021-02-07,07:53:00,obs1770012,47.0
S99998500,37.32906335677006,-108.71773285604735,2021-02-07,07:53:00,obs168526,47.0
S80700052,37.24136585677006,-76.50919735604734,2021-02-09,08:00:00,obs156975,45.0
S80523332,37.050621656770055,-88.40712925604734,2021-02-06,10:35:00,obs537376,65.0
S80482793,37.043802156770056,-76.48801565604734,2021-02-05,17:26:00,obs1129461,34.0
S80341462,37.73813095677006,-122.48032385604735,2021-02-02,17:43:00,obs1267220,
S80452800,37.659324756770054,-122.01642285604734,2021-02-04,12:25:00,obs1301583,5.0
S80732947,36.96561215677006,-122.03093395604735,2021-02-09,15:57:00,obs345476,90.0
S80480496,37.54071345677006,-77.56109395604734,2021-02-05,02:14:00,obs235384,20.0
S80562339,36.96561215677006,-122.03093395604735,2021-02-06,14:30:00,obs457406,60.0
S81258749,37.251177256770056,-121.92464835604734,2021-02-05,13:40:00,obs2250662,5.0
S80611517,36.96561215677006,-122.03093395604735,2021-02-07,13:07:00,obs244751,28.0
S79973310,37.14080405677006,-76.56529195604735,2021-02-07,09:00:00,obs717080,30.0
S80347182,37.34410675677006,-121.97619885604735,2021-02-02,17:27:00,obs2096527,
S80274322,37.560919756770055,-89.49490845604734,2021-02-01,10:41:00,obs507922,24.0
S80427395,37.537079756770055,-122.27228485604735,2021-02-04,13:13:00,obs994749,
S80428096,37.21632685677006,-80.44303775604735,2021-02-04,14:30:00,obs558932,110.0
S80278843,37.24868225677006,-121.98510675604734,2021-02-01,07:35:00,obs399701,300.0
S80429878,37.21632685677006,-80.44303775604735,2021-02-04,13:11:00,obs4016,40.0
S80315526,37.318813756770055,-107.79248775604734,2021-02-01,16:11:00,obs120280,42.0
S80431183,37.21632685677006,-80.44303775604735,2021-02-04,16:54:00,obs653109,26.0
S80592559,37.659411756770055,-77.77343885604735,2021-02-07,12:26:00,obs350072,21.0
S80342105,37.448833656770056,-122.43845965604734,2021-02-02,17:50:00,obs546572,29.0
S80397827,37.448833656770056,-122.43845965604734,2021-02-02,17:50:00,obs897180,29.0
S80439086,37.21632685677006,-80.44303775604735,2021-02-04,16:00:00,obs457039,30.0
S80594765,37.193422156770055,-78.17919005604735,2021-02-06,14:00:00,obs1154212,5.0
S80457757,37.77351575677006,-122.47838985604734,2021-02-05,07:53:00,obs959670,9.0
S80609951,37.318813756770055,-107.79248775604734,2021-02-07,13:45:00,obs120280,31.0
S80477467,37.21632685677006,-80.44303775604735,2021-02-05,15:00:00,obs133068,70.0
S80549883,37.01278275677006,-119.79489785604734,2021-02-05,10:37:00,obs1060476,
S80514849,37.659324756770054,-122.01642285604734,2021-02-05,07:10:00,obs1301583,
S80608564,37.54071345677006,-77.56109395604734,2021-02-07,15:14:00,obs235384,5.0
S80603804,37.35786275677006,-122.00043385604734,2021-02-07,11:51:00,obs819064,10.0
S80333838,37.21632685677006,-80.44303775604735,2021-02-02,17:18:00,obs895579,17.0
S80547921,36.96739625677006,-88.28406735604734,2021-02-06,16:10:00,obs910205,15.0
S80625952,36.96739625677006,-88.28406735604734,2021-02-07,09:46:00,obs569599,12.0
S80548943,36.96739625677006,-88.28406735604734,2021-02-06,15:14:00,obs569599,1.0
S80542111,36.96739625677006,-88.28406735604734,2021-02-06,14:16:00,obs418187,51.0
S80549738,36.96739625677006,-88.28406735604734,2021-02-06,13:48:00,obs102532,84.0
S80588980,37.20145885677006,-80.58513305604734,2021-02-07,11:15:00,obs1300790,47.0
S80588981,37.20145885677006,-80.58513305604734,2021-02-07,11:15:00,obs895579,47.0
S80569818,36.96739625677006,-88.28406735604734,2021-02-06,14:19:00,obs7789,45.0
S80549790,36.96739625677006,-88.28406735604734,2021-02-06,13:48:00,obs398649,84.0
S80549741,36.96739625677006,-88.28406735604734,2021-02-06,13:48:00,obs456189,84.0
S80561030,36.96739625677006,-88.28406735604734,2021-02-06,13:48:00,obs537376,84.0
S80539129,36.96739625677006,-88.28406735604734,2021-02-06,13:16:00,obs531026,101.0
S80769011,37.47259375677006,-77.57259825604734,2021-02-09,17:00:00,obs846662,
S80274281,37.63841165677006,-78.72064645604735,2021-02-01,15:11:00,obs433441,6.0
S81514306,37.63841165677006,-78.72064645604735,2021-02-01,15:11:00,obs513753,6.0
S81832730,36.96739625677006,-88.28406735604734,2021-02-09,08:19:00,obs618195,177.0
S80723674,37.77320915677006,-121.41774475604734,2021-02-09,10:08:00,obs2117,80.0
S80614644,37.778503056770056,-100.02290475604734,2021-02-07,16:18:00,obs137966,
S87828322,37.56311405677006,-122.29276715604735,2021-02-01,,obs2013301,30.0
S80371157,37.61156725677006,-122.42719945604735,2021-02-03,09:52:00,obs155271,88.0
S80373998,37.61156725677006,-122.42719945604735,2021-02-03,09:52:00,obs56093,88.0
S80421361,37.000017756770056,-121.88622785604734,2021-02-02,09:09:00,obs1315342,60.0
S80253511,37.67417975677006,-121.75553485604735,2021-02-01,07:30:00,obs184933,36.0
S80316563,37.22580175677006,-76.76094085604734,2021-02-02,11:58:00,obs2133395,23.0
S80485322,37.69452475677006,-121.87668685604734,2021-02-05,14:34:00,obs1400919,83.0
S80482270,37.24189545677006,-122.10488375604734,2021-02-05,11:46:00,obs883932,130.0
S80387583,37.285596856770056,-121.89304105604734,2021-02-03,10:00:00,obs500067,480.0
S80534078,37.19159175677006,-89.08850885604734,2021-02-06,13:05:00,obs725955,
S80507103,37.67869375677006,-76.39372685604734,2021-02-06,09:23:00,obs803039,19.0
S80606843,37.58654275677006,-121.88496185604734,2021-02-07,11:41:00,obs1250853,56.0
S80619109,37.61392475677006,-120.54202285604734,2021-02-07,15:04:00,obs446165,20.0
S80632005,37.58654275677006,-121.88496185604734,2021-02-07,11:41:00,obs1130857,56.0
S80623112,37.72302475677006,-122.49372285604734,2021-02-07,13:30:00,obs229180,180.0
S80733850,37.61845985677006,-79.08038435604735,2021-02-09,07:15:00,obs384199,
S80757158,37.300203956770055,-108.04760565604734,2021-02-09,10:19:00,obs327257,30.0
S81514308,37.678944556770055,-78.71618325604734,2021-02-01,14:38:00,obs513753,9.0
S81702875,37.471585856770055,-122.23662015604734,2021-02-06,12:30:00,obs2252490,60.0
S80843919,37.18001355677006,-120.62711535604734,2021-02-01,08:15:00,obs123039,120.0
S80292921,37.32162495677006,-89.52797475604734,2021-02-01,08:26:00,obs2162692,35.0
S80345322,37.36970065677006,-94.62077815604734,2021-02-01,17:27:00,obs854736,
S80295828,37.32162495677006,-89.52797475604734,2021-02-01,08:26:00,obs2160192,35.0
S80257961,37.32162495677006,-89.52797475604734,2021-02-01,07:41:00,obs2155168,43.0
